floor_id,pool,encounter_id,enemy_count,total_hp,incoming_damage_per_turn,enemy_block_per_turn,enemy_heal_per_turn,stress_per_turn,energy_loss_per_turn,player_offense_penalty,maximum_turn_spike,projected_player_damage_per_turn,projected_player_block_per_turn,estimated_turns_to_kill,estimated_hp_loss,hp_loss_target_min,hp_loss_target_max,target_status,weight,min_layer,max_layer
floor4,elite,act4_jailer_and_astrologer,2,186.0,15.551,10.246,0.0,0.0,0.0,0.047,33.873,29.206,11.818,7.891,29.454,10.0,32.0,within,3,5,12
floor4,elite,act4_blind_astronomer_and_comets,3,196.0,19.98,0.0,0.0,3.106,0.0,0.103,39.984,27.49,11.818,7.13,58.191,10.0,32.0,above,1,8,12
floor4,elite,act4_executioner_and_warden,2,198.0,15.202,10.682,0.0,4.386,0.0,0.149,53.721,26.08,11.818,9.799,33.157,10.0,32.0,above,2,7,12
floor4,elite,act4_orbit_saint_and_hound,2,162.0,16.766,2.502,0.0,2.442,0.0,0.13,30.984,26.663,11.818,6.407,31.697,10.0,32.0,within,2,8,12
floor4,boss,act4_the_empty_constellation,1,230.0,13.468,6.838,0.0,7.501,0.0,0.0,54.0,30.647,11.818,8.555,14.112,15.0,42.0,below,1,14,14
floor4,boss,act4_clockwork_apostle,1,245.0,9.968,0.0,0.0,1.2,0.6,0.156,36.844,24.004,10.967,10.207,0.0,15.0,42.0,below,1,14,14
floor4,boss,act4_moon_that_blinks,1,260.0,11.362,0.0,0.0,9.8,0.0,0.1,20.808,27.582,11.818,9.426,0.0,15.0,42.0,below,1,14,14
floor5,combat,act5_oathbound_soldier,1,72.0,10.576,4.105,0.0,0.0,0.0,0.0,24.207,37.719,14.034,2.03,0.0,7.0,24.0,below,5,0,3
floor5,combat,act5_crownless_supplicant,1,54.0,3.954,2.924,1.754,0.0,0.0,0.156,14.266,31.835,14.034,1.862,0.0,7.0,24.0,below,5,0,3
floor5,combat,act5_black_censer,1,48.0,4.178,5.866,0.0,4.09,0.0,0.1,8.0,33.947,14.034,1.562,0.0,7.0,24.0,below,4,0,5
floor5,combat,act5_marrow_scribe,1,50.0,3.208,0.93,0.0,1.328,0.0,0.121,11.258,33.155,14.034,1.532,0.0,7.0,24.0,below,4,1,6
floor5,combat,act5_hollow_bannerman,1,78.0,4.139,0.905,0.0,0.0,0.0,0.122,13.974,33.117,14.034,2.391,0.0,7.0,24.0,below,3,2,17
floor5,combat,act5_chain_confessor,1,64.0,9.6,0.0,0.0,0.0,0.0,0.0,24.0,37.719,14.034,1.697,0.0,7.0,24.0,below,3,2,17
floor5,combat,act5_grave_courtier,1,58.0,3.524,2.946,0.0,0.0,0.0,0.149,12.875,32.099,14.034,1.903,0.0,7.0,24.0,below,3,1,7
floor5,combat,act5_oath_eater,1,82.0,2.41,0.0,3.802,5.923,0.0,0.098,12.052,34.023,14.034,2.615,0.0,7.0,24.0,below,2,3,17
floor5,combat,act5_censer_and_supplicant,2,102.0,8.18,8.736,1.758,4.13,0.0,0.257,22.122,28.025,14.034,4.638,0.0,7.0,24.0,below,2,2,7
floor5,combat,act5_scribe_and_soldier,2,122.0,12.294,6.825,0.0,3.942,0.0,0.098,32.918,34.023,14.034,4.031,0.0,7.0,24.0,below,2,3,17
floor5,combat,act5_banner_and_courtier,2,136.0,5.735,6.299,0.0,0.0,0.0,0.247,23.693,28.403,14.034,5.454,0.0,7.0,24.0,below,2,4,17
floor5,combat,act5_confessor_and_censer,2,112.0,10.595,10.328,0.0,4.061,0.0,0.1,30.152,33.947,14.034,3.962,0.0,7.0,24.0,below,1,4,17
floor5,combat,act5_eater_and_supplicant,2,136.0,6.369,2.958,5.585,5.899,0.0,0.255,26.4,28.101,14.034,6.027,0.0,7.0,24.0,below,1,5,17
floor5,combat,act5_last_court_patrol,3,178.0,18.1,13.019,0.0,4.126,0.0,0.249,44.821,28.327,14.034,8.409,34.19,7.0,24.0,above,1,8,17
floor5,combat,act5_soldier_and_banner,2,150.0,12.811,7.428,0.0,0.0,0.0,0.097,35.154,34.06,14.034,5.004,0.0,7.0,24.0,below,4,4,16
floor5,combat,act5_censer_courtier_pair,2,106.0,7.641,8.866,0.0,4.072,0.0,0.249,20.88,28.327,14.034,4.52,0.0,7.0,24.0,below,4,4,16
floor5,combat,act5_supplicant_marrow_chain,3,168.0,12.007,10.194,1.786,3.866,0.0,0.254,45.141,28.139,14.034,7.894,0.0,7.0,24.0,below,2,7,17
floor5,combat,act5_oath_eater_guard,2,154.0,12.863,4.108,3.81,5.95,0.0,0.098,35.98,34.023,14.034,5.293,0.0,7.0,24.0,below,4,6,17
floor5,combat,act5_banner_censer_rite,3,180.0,10.267,12.252,1.794,4.096,0.0,0.354,32.912,24.367,14.034,10.994,0.0,7.0,24.0,below,2,8,17
floor5,combat,act5_confessor_and_courtier,2,122.0,10.015,7.303,0.0,0.0,0.0,0.15,35.001,32.061,14.034,4.35,0.0,7.0,24.0,below,4,7,17
floor5,combat,act5_marrow_oath_scribe_line,3,172.0,13.913,9.563,0.0,7.87,0.0,0.196,40.584,30.326,14.034,6.862,0.0,7.0,24.0,below,2,9,17
floor5,combat,act5_oath_eater_and_censer,2,130.0,6.588,5.822,3.76,10.106,0.0,0.197,19.92,30.289,14.034,5.316,0.0,7.0,24.0,below,4,8,17
floor5,combat,act5_hollow_march,3,208.0,16.171,10.495,0.0,0.0,0.0,0.247,47.837,28.403,14.034,9.191,19.638,7.0,24.0,within,2,10,17
floor5,combat,act5_last_tax_line,3,166.0,14.822,13.084,1.763,4.12,0.0,0.257,44.426,28.025,14.034,8.472,6.673,7.0,24.0,below,3,9,17
floor5,combat,act5_court_blood_debt,3,190.0,7.482,5.683,3.772,9.925,0.0,0.343,32.801,24.782,14.034,9.992,0.0,7.0,24.0,below,3,10,17
floor5,combat,act5_oath_wall,3,214.0,19.284,11.989,0.0,0.0,0.0,0.098,57.956,34.023,14.034,7.802,40.958,7.0,24.0,above,3,11,17
floor5,combat,act5_crownless_procession,3,190.0,9.711,9.266,1.736,0.0,0.0,0.403,38.243,22.518,14.034,11.723,0.0,7.0,24.0,below,3,11,17
floor5,combat,act5_black_censer_triage,3,162.0,12.245,12.989,0.0,8.058,0.0,0.198,38.279,30.251,14.034,7.011,0.0,7.0,24.0,below,3,12,17
floor5,combat,act5_oath_eater_court,3,194.0,9.884,5.848,5.547,5.957,0.0,0.403,38.937,22.518,14.034,12.582,0.0,7.0,24.0,below,2,13,17
floor5,combat,act5_final_bannerman_gate,3,208.0,8.827,9.25,3.788,10.046,0.0,0.296,31.18,26.554,14.034,11.055,0.0,7.0,24.0,below,1,15,17
floor5,combat,act5_chain_chapel_guard,3,186.0,18.722,11.277,0.0,3.874,0.0,0.099,55.061,33.985,14.034,6.695,31.383,7.0,24.0,above,2,15,17
floor5,combat,act5_throne_anteroom,3,224.0,11.186,7.667,3.742,5.995,0.0,0.196,45.42,30.326,14.034,9.536,0.0,7.0,24.0,below,1,16,17
floor5,elite,act5_royal_headsman,1,126.0,11.845,3.609,0.0,0.0,0.0,0.088,39.721,34.4,14.034,3.887,0.0,14.0,38.0,below,4,3,17
floor5,elite,act5_reliquary_knight,1,138.0,0.0,11.559,0.0,0.0,0.0,0.0,0.0,37.719,14.034,4.4,0.0,14.0,38.0,below,4,3,17
floor5,elite,act5_choir_of_blades,1,112.0,3.866,4.694,0.0,0.0,0.0,0.1,19.328,33.947,14.034,3.571,0.0,14.0,38.0,below,3,3,17
floor5,elite,act5_false_saint,1,118.0,7.277,4.658,5.435,0.0,0.0,0.098,15.781,34.023,14.034,4.267,0.0,14.0,38.0,below,3,4,17
floor5,elite,act5_iron_abbot,1,150.0,0.0,13.608,0.0,0.0,0.0,0.1,0.0,33.947,14.034,5.668,0.0,14.0,38.0,below,3,4,17
floor5,elite,act5_headsman_and_scribe,2,176.0,13.356,6.416,0.0,3.926,0.0,0.186,47.73,30.703,14.034,6.477,0.0,14.0,38.0,below,1,5,17
floor5,elite,act5_abbot_and_censer,2,198.0,4.218,19.459,0.0,4.134,0.0,0.2,8.0,30.175,14.034,10.168,0.0,14.0,38.0,below,1,5,17
floor5,elite,act5_headsman_and_banner,2,204.0,13.968,7.046,0.0,0.0,0.0,0.187,50.609,30.666,14.034,7.615,0.0,14.0,38.0,below,3,5,16
floor5,elite,act5_reliquary_knight_and_scribe,2,188.0,1.717,14.257,0.0,3.93,0.0,0.097,8.587,34.06,14.034,7.17,0.0,14.0,38.0,below,3,6,16
floor5,elite,act5_choir_and_supplicants,3,220.0,12.083,10.464,3.493,0.0,0.0,0.412,48.948,22.179,14.034,15.738,0.0,14.0,38.0,below,2,7,16
floor5,elite,act5_false_saint_and_confessor,2,182.0,13.777,9.049,5.424,0.0,0.0,0.099,38.346,33.985,14.034,7.219,0.0,14.0,38.0,below,2,8,16
floor5,elite,act5_iron_abbot_and_eater,2,232.0,2.444,13.624,3.74,5.976,0.0,0.198,12.222,30.251,14.034,11.52,0.0,14.0,38.0,below,2,9,16
floor5,elite,act5_reliquary_and_censer,3,244.0,7.727,20.206,0.0,4.144,0.0,0.25,20.864,28.289,14.034,14.206,0.0,14.0,38.0,below,1,12,16
floor5,elite,act5_headsman_court,3,262.0,17.574,9.952,0.0,0.0,0.0,0.335,63.808,25.083,14.034,13.361,47.292,14.0,38.0,above,1,13,16
floor5,boss,act5_the_oath_buried_king,1,340.0,11.37,7.075,0.0,4.4,0.0,0.1,31.031,33.947,14.034,11.312,0.0,20.0,50.0,below,1,19,19
